baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSMUSG00000024908	679.236000917049	-0.924426830014926	0.911707914608071	-1.01395064713497	0.310606302426977	0.696131864308994	Ppp6r3
ENSMUSG00000081534	238.902634535015	1.02443765077495	1.01063038173338	1.0136620363796	0.310744044914734	0.696313624523665	Slc48a1
ENSMUSG00000019235	66.5386409213278	-1.25194017683493	1.23528454918319	-1.0134832315864	0.310829401583042	0.69637795401136	Rps6kl1
ENSMUSG00000039982	1193.59803029084	-0.93272001268407	0.92061937642246	-1.01314401648663	0.310991376390871	0.696613883012569	Dtx4
ENSMUSG00000042492	323.072023516194	-0.953075733473065	0.941670454425987	-1.01211175203966	0.31148462394824	0.697464568705959	Tbc1d10b
ENSMUSG00000050663	153.120228437385	-1.17831135910283	1.16407879102897	-1.01222646455166	0.311429785333284	0.697464568705959	Trhde
ENSMUSG00000001056	226.178755113702	-1.1825310241732	1.16875384867958	-1.01178791882412	0.311639467618521	0.697523243145196	Nhp2
ENSMUSG00000030660	142.950139415544	-1.27263558896464	1.25806426208827	-1.0115823390867	0.311737793690694	0.697523243145196	Pik3c2a
ENSMUSG00000054404	10.4212670892139	-1.86564017287408	1.84369753217207	-1.01190143194267	0.311585184556988	0.697523243145196	Slfn5
ENSMUSG00000075478	377.109138738719	-1.07861396805057	1.06619811507103	-1.01164497742402	0.311707832435348	0.697523243145196	Slitrk1
ENSMUSG00000028172	13.9613283671005	1.66789322237362	1.6489945503215	1.01146072438411	0.311795970023228	0.697526453047414	Tacr3
ENSMUSG00000034192	39.8012936271797	-1.34245256007569	1.32773286825949	-1.01108633533754	0.311975109922291	0.697800223121312	Lsm3
ENSMUSG00000028758	12.0181828386677	-1.73997452547937	1.72136136933239	-1.01081304395381	0.312105918834858	0.697965810485158	Kif17
ENSMUSG00000021149	494.543185704577	-1.07882178909192	1.06764567570605	-1.01046799855062	0.312271123901054	0.698208244109797	Gtpbp4
ENSMUSG00000036411	20.1330776033296	-1.62023358560934	1.60390580710061	-1.01018001084381	0.312409054292041	0.698389617096209	9530077C05Rik
ENSMUSG00000021048	109.08186993344	-1.20006165289624	1.18875959095098	-1.00950744122806	0.312731334731394	0.698728880016907	Mthfd1
ENSMUSG00000036504	117.657054076705	1.23387436822588	1.22209163983621	1.0096414442302	0.312667106004287	0.698728880016907	Phpt1
ENSMUSG00000057367	109.435293413083	-1.28135341623732	1.26916913908637	-1.00960019967056	0.312686873931008	0.698728880016907	Birc2
ENSMUSG00000019818	217.708515607824	0.908860933503405	0.900566081825873	1.00921070851426	0.312873592055106	0.698919692373871	Cd164
ENSMUSG00000022337	237.063742106889	-1.2581276168178	1.24706781551694	-1.00886864464245	0.313037634563588	0.6990232609208	Emc2
ENSMUSG00000022848	349.049244462175	-0.891827948154407	0.883941562564163	-1.00892184045218	0.313012119896396	0.6990232609208	Dirc2
ENSMUSG00000037608	1387.31771061818	-0.856292363812031	0.848857779319331	-1.00875833935181	0.313090545402255	0.6990232609208	Bclaf1
ENSMUSG00000035093	728.635818514124	-0.861493109749639	0.854680399027719	-1.00797106231718	0.313468354548057	0.699446183306146	Secisbp2l
ENSMUSG00000035342	26.49713254385	-1.50700574986389	1.4949690784731	-1.00805145174178	0.313429762434909	0.699446183306146	Lzts2
ENSMUSG00000039976	776.349403724643	-0.933591042268595	0.926090691596221	-1.00809893754514	0.313406967653185	0.699446183306146	Tbc1d16
ENSMUSG00000041120	16.6515795573264	-1.65975814633108	1.6467661559654	-1.00788939602543	0.313507562842013	0.699446183306146	Nbl1
ENSMUSG00000027363	339.886411086996	0.897624186034259	0.890768110096304	1.00769681341333	0.313600035257756	0.699525536821557	Usp8
ENSMUSG00000038368	99.9268117541826	-1.18203753201158	1.17339654565271	-1.00736408027694	0.313759846058987	0.699709669998222	Focad
ENSMUSG00000055900	37.3189360526617	1.39307931658466	1.38300008927911	1.00728794407439	0.313796421597674	0.699709669998222	Tmem69
ENSMUSG00000003423	159.456824070031	0.967614481268217	0.962783935465232	1.00501726880253	0.314888534628593	0.700182324291138	Pih1d1
ENSMUSG00000006304	723.659671128488	-0.872262279887041	0.868364506456597	-1.00448863743447	0.315143145336052	0.700182324291138	Arpc2
ENSMUSG00000006403	150.027440101324	1.32533074039643	1.31746211825101	1.00597256045272	0.314428769705167	0.700182324291138	Adamts4
ENSMUSG00000009535	554.089338367188	-0.888486785517178	0.884870645349434	-1.00408663140398	0.31533685857404	0.700182324291138	Rnmt
ENSMUSG00000015002	233.088436864428	-1.11944211349677	1.11421549542947	-1.00469085027873	0.31504573530459	0.700182324291138	Efr3a
ENSMUSG00000017221	245.897003707575	-0.988236393661138	0.983065625976321	-1.00525983977894	0.314771747689127	0.700182324291138	Psmd3
ENSMUSG00000017264	143.528848147566	-1.18572095559183	1.1810371412337	-1.00396584848571	0.315395075094582	0.700182324291138	Exosc10
ENSMUSG00000020623	248.627643997385	-0.909554599064079	0.904586032043627	-1.0054926417659	0.314659690853279	0.700182324291138	Map2k6
ENSMUSG00000022820	16.3652038306346	-1.54724519642543	1.54065900877978	-1.0042749158692	0.315246120861372	0.700182324291138	Ndufb4
ENSMUSG00000026434	4964.26700562064	-0.831911233483101	0.827964860224287	-1.00476635355967	0.315009368915293	0.700182324291138	Nucks1
ENSMUSG00000027304	888.520998455287	-0.864265987569509	0.860849134690716	-1.00396916572382	0.315393476114764	0.700182324291138	Rtf1
ENSMUSG00000028086	815.480268660094	-0.915346205300856	0.911559268333871	-1.00415435079049	0.315304221392871	0.700182324291138	Fbxw7
ENSMUSG00000028703	163.469771928262	-1.053691638934	1.04982368246144	-1.00368438675673	0.315530765071012	0.700182324291138	Lrrc41
ENSMUSG00000029730	119.531038081823	-1.2151433667408	1.20729897371796	-1.00649747344577	0.314176326393776	0.700182324291138	Mcm7
ENSMUSG00000032336	1261.34440075877	-0.843129161928721	0.840213435185416	-1.00347022151897	0.315634037743998	0.700182324291138	Nptn
ENSMUSG00000033658	258.970617197759	0.903466347003376	0.898273789142407	1.00578059598725	0.314521123341485	0.700182324291138	Ddx19b
ENSMUSG00000034275	37.1192239534503	-1.36049724005184	1.35500397449777	-1.0040540586282	0.315352557728566	0.700182324291138	Igsf9b
ENSMUSG00000036894	230.317701606298	-1.03028958498485	1.02488153885842	-1.00527675240639	0.314763606086829	0.700182324291138	Rap2b
ENSMUSG00000038630	45.8674647857264	1.43528404933638	1.4271080812158	1.00572904619363	0.314545926858899	0.700182324291138	Zkscan16
ENSMUSG00000039852	974.419297514789	0.847385570136971	0.844330922331839	1.003617832445	0.315562855865227	0.700182324291138	Rere
ENSMUSG00000041592	55.2553037713109	-1.42959737671711	1.42421867920367	-1.00377659526025	0.315486308021061	0.700182324291138	Sdk2
ENSMUSG00000043020	22.7809871498293	1.54376644168263	1.53390119698718	1.00643147336662	0.314208060094181	0.700182324291138	Wdr63
ENSMUSG00000046671	299.418902499618	0.922253906054132	0.917043273833633	1.00568199164552	0.314568568582445	0.700182324291138	Mtfr1l
ENSMUSG00000057858	178.348957780662	0.932790136262307	0.926882632858479	1.00637351827988	0.314235927395327	0.700182324291138	Fam204a
ENSMUSG00000058013	879.825205948916	-0.859405894068672	0.856119698141419	-1.00383847718302	0.315456474818285	0.700182324291138	Sept11
ENSMUSG00000060530	23.1760904310242	-1.44792389806565	1.44000208595965	-1.00550125043792	0.314655547660626	0.700182324291138	A930017M01Rik
ENSMUSG00000066442	75.6847368803945	1.43667456475949	1.42924696694255	1.00519686099655	0.314802066383897	0.700182324291138	Mthfs
ENSMUSG00000089704	17.3864426004288	1.71468607371112	1.70884857694767	1.00341604097765	0.315660167674407	0.700182324291138	Galnt2
ENSMUSG00000098178	916938.702205845	0.839775856977842	0.836629066494473	1.00376127319668	0.315493695056259	0.700182324291138	Yam1
ENSMUSG00000020668	848.592312033619	-0.848533794492942	0.846239240377167	-1.00271147213021	0.316000093097407	0.700557104498905	Kif3c
ENSMUSG00000029767	518.958817367152	-0.867184511698004	0.864818124123909	-1.0027362835122	0.315988118547471	0.700557104498905	Calu
ENSMUSG00000097225	12.7885887987669	1.63546973600565	1.6307486636672	1.00289503370055	0.31591150906593	0.700557104498905	NA
ENSMUSG00000022897	990.860550172002	-0.875206894678892	0.87351299360332	-1.00193918245976	0.316372967006452	0.701130860539087	Dyrk1a
ENSMUSG00000046160	62.4620519785858	-1.20578283589816	1.20341466705604	-1.00196787433871	0.316359108942057	0.701130860539087	Olig1
ENSMUSG00000048429	323.535812559318	-1.2157137778536	1.21352239878247	-1.0018058002665	0.316437395310711	0.701147242349418	1810026J23Rik
ENSMUSG00000026078	545.334192874248	0.910293027356925	0.908893607268279	1.00153969626088	0.316565958654545	0.701305700079352	Pdcl3
ENSMUSG00000020747	55.3074528411959	-1.26159741126486	1.26052857950525	-1.000847923464	0.316900336523759	0.701379717753169	2310067B10Rik
ENSMUSG00000021033	91.5728833270883	1.02341463695335	1.02266526738333	1.00073276133836	0.31695602420258	0.701379717753169	Gstz1
ENSMUSG00000024241	575.0440898187	-0.878368506316911	0.877816750924162	-1.00062855418533	0.31700642003754	0.701379717753169	Sos1
ENSMUSG00000026688	49.7394691163364	-1.52020119383572	1.51895562659709	-1.00082001555334	0.316913831055068	0.701379717753169	Mgst3
ENSMUSG00000029608	210.499981241987	-1.09271400786638	1.09146696064906	-1.0011425423419	0.316757900135631	0.701379717753169	Rph3a
ENSMUSG00000030084	631.316912346916	-0.886455485807378	0.885989070809198	-1.00052643425698	0.317055811563846	0.701379717753169	Plxna1
ENSMUSG00000071234	76.4519320697574	-1.24630549654449	1.24485931468812	-1.00116172312751	0.316748628452972	0.701379717753169	Syndig1l
ENSMUSG00000096199	53.9605849366155	1.28536412272562	1.28445044647317	1.00071133631893	0.316966385170996	0.701379717753169	Ptrhd1
ENSMUSG00000025917	379.991666582679	-0.905289675892358	0.905250574301267	-1.00004319421849	0.317289604841684	0.701770621144085	Cops5
ENSMUSG00000052712	81.5978286894639	-1.29246155457075	1.29278700082714	-0.999748259956069	0.317432350638978	0.70196004432541	BC004004
ENSMUSG00000045100	10.8481110921968	-1.80125248926128	1.80265718552135	-0.99922076350881	0.317687759626514	0.702398494440421	Slc25a26
ENSMUSG00000045503	104.52332200238	0.990813606449137	0.991815446175314	0.998989892998702	0.317799587395403	0.702454510829085	Sys1
ENSMUSG00000090855	11.4138795827041	1.84892424814959	1.85090004368378	0.998932521752901	0.317827380560593	0.702454510829085	Gm17219
ENSMUSG00000026672	87.7484348149805	1.02781866002168	1.02904130507726	0.998811860078355	0.317885839602554	0.70245741977965	Optn
ENSMUSG00000044352	31.3988528515979	1.4850799063799	1.48711164098607	0.998633771298549	0.317972134218196	0.702521827092789	Sowaha
ENSMUSG00000024533	1047.47719338139	0.850353781224728	0.851971934043344	0.998100697037124	0.318230532163921	0.702966384886089	Spire1
ENSMUSG00000049336	1029.30666202363	0.853930459764275	0.855758050089292	0.997864360931427	0.318345135744942	0.703093200451415	Tenm2
ENSMUSG00000066829	108.196238495642	1.01725084232354	1.01987224494769	0.997429675494021	0.318555993023137	0.703432517016961	Zfp810
ENSMUSG00000044562	93.5096361802218	-1.28939465953087	1.2930333863464	-0.9971858987912	0.318674284283352	0.703441008564418	Rasip1
ENSMUSG00000069744	121.953560292419	-1.12158303548024	1.12467342340566	-0.997252190848379	0.318642113592229	0.703441008564418	Psmb3
ENSMUSG00000040774	208.586648246293	-0.910012387369298	0.912860332218808	-0.996880196510908	0.318822665223436	0.7036421945407	Cept1
ENSMUSG00000033594	15.7468832452926	-1.65203092199861	1.65741608023226	-0.996750871252022	0.318885450378473	0.703654432149088	Spata2l
ENSMUSG00000038152	23.0827196741938	1.42878285571468	1.43369207168214	0.996575822616011	0.318970446326846	0.703715667030854	5033430I15Rik
ENSMUSG00000022636	1008.51795391275	-0.866849903609973	0.871449926443067	-0.994721414629215	0.319871776227236	0.703739398203034	Alcam
ENSMUSG00000022967	184.848897797299	-1.17645365017107	1.18129285322115	-0.995903468782627	0.319297049753085	0.703739398203034	Ifnar1
ENSMUSG00000027004	51.0535706247039	1.57471537556228	1.58333625320283	0.994555245215216	0.319952623655587	0.703739398203034	Frzb
ENSMUSG00000027577	107.616349863399	0.972532547922581	0.976657706815392	0.995776249074754	0.319358872768326	0.703739398203034	Chrna4
ENSMUSG00000028967	66.0814921673469	1.12755423707018	1.13241490129187	0.995707700228828	0.319392187649447	0.703739398203034	Errfi1
ENSMUSG00000029616	123.909293716806	-1.16344878049108	1.16929072144127	-0.995003859311403	0.319734387335513	0.703739398203034	Erp29
ENSMUSG00000030759	392.028356017714	-0.928744359287018	0.933832265070386	-0.99455158493267	0.319954404665806	0.703739398203034	Far1
ENSMUSG00000031839	659.00812334575	0.857055617047842	0.860389958476668	0.996124616058132	0.31918960083591	0.703739398203034	Hsbp1
ENSMUSG00000035142	52.8615896555081	1.48862009800584	1.49622902058972	0.994914600319088	0.319777801201492	0.703739398203034	Nubpl
ENSMUSG00000037681	17.7082652459892	1.80032873448693	1.81015042259116	0.994574103907803	0.319943447547545	0.703739398203034	Esyt3
ENSMUSG00000038485	793.948667253797	-0.901326770784986	0.905820201725489	-0.995039378750945	0.319717112432152	0.703739398203034	Socs7
ENSMUSG00000039007	9.9870034147546	-1.7628716044065	1.77047803123218	-0.995703744021955	0.31939411044359	0.703739398203034	Cpq
ENSMUSG00000047022	15.0207647017909	-1.69172706207968	1.7008353125885	-0.994644836897841	0.31990903240244	0.703739398203034	Mipol1
ENSMUSG00000049489	78.7986962307931	1.36691380569593	1.37324173611314	0.995391976335411	0.319545659471993	0.703739398203034	Fam58b
ENSMUSG00000060152	18.9317615203977	-1.61855625053199	1.6252542609198	-0.995878792291844	0.319309040797538	0.703739398203034	Pop5
ENSMUSG00000073274	14.3781879131678	1.57775804821052	1.58437992266754	0.995820526148885	0.319337355227345	0.703739398203034	Gm14636
ENSMUSG00000079104	56.0394211894177	-1.28711463204999	1.29389339900189	-0.99476095406536	0.319852540829904	0.703739398203034	Prps1l3
ENSMUSG00000005102	62.8106520024953	-1.2790133315252	1.28677528335954	-0.993967904159551	0.320238493401614	0.704112287495267	Eif2ak4
ENSMUSG00000032527	194.890452372841	-0.916004380335386	0.921496076995719	-0.994040455735593	0.320203172171773	0.704112287495267	Pccb
ENSMUSG00000025413	164.392150085195	-1.22421299426503	1.23209524764331	-0.993602561657993	0.320416396565073	0.704377461189992	Ttc4
ENSMUSG00000046201	414.957596014071	-0.865598775617565	0.871585787376855	-0.993130897903569	0.320646168278186	0.704684278112874	Scaf8
ENSMUSG00000051934	197.55242621355	-0.989577317690381	0.996472176742803	-0.99308073098944	0.320670613500644	0.704684278112874	Spats2
ENSMUSG00000048191	15.1184661429736	-1.68155963392643	1.69370119107151	-0.992831346397412	0.320792151145757	0.704825364438746	Muc6
ENSMUSG00000029629	1107.03372557994	-0.97804837696783	0.985558944603739	-0.992379382606152	0.321012492512594	0.705183447186797	Phf14
ENSMUSG00000021775	198.942341454612	-1.25824486977401	1.26841775384397	-0.991979863070245	0.321207348568311	0.705359402634914	Nr1d2
ENSMUSG00000096910	47.1575299143103	-1.32241043811406	1.33305905275204	-0.99201189578511	0.321191722532973	0.705359402634914	Zfp955b
ENSMUSG00000019579	226.084913690531	0.904837498736785	0.912465583708771	0.991640139520681	0.321373101332419	0.705597345004363	Mydgf
ENSMUSG00000001082	13.9111737216338	-1.66628793551139	1.68303914217394	-0.990047048673561	0.322151123073547	0.705621175306625	Mfsd10
ENSMUSG00000004661	40.5791033410473	1.37328526763366	1.38784077774196	0.989512118146595	0.32241264384638	0.705621175306625	Arid3b
ENSMUSG00000018474	3310.17410205678	-0.823473897561095	0.832159050349558	-0.989563109618511	0.322387708789899	0.705621175306625	Chd3
ENSMUSG00000024218	116.243314082001	0.975119794332327	0.985082178213469	0.989886748434319	0.3222294773046	0.705621175306625	Taf11
ENSMUSG00000024236	28.1279047550985	-1.34648568763646	1.36039289250233	-0.989777067388017	0.32228309620467	0.705621175306625	Svil
ENSMUSG00000025271	18.8861404583175	1.5999910556676	1.61590243721165	0.990153253576675	0.322099217313419	0.705621175306625	Pfkfb1
ENSMUSG00000026111	168.352765035267	-1.03852542442818	1.04860296279778	-0.990389557604614	0.321983747498991	0.705621175306625	Unc50
ENSMUSG00000028710	108.549999588041	1.1703100321242	1.1806776032827	0.991218965169094	0.321578671876111	0.705621175306625	Atpaf1
ENSMUSG00000030603	278.617435594105	-0.927071758782379	0.935364188952485	-0.991134543883498	0.321619887299352	0.705621175306625	Psmc4
ENSMUSG00000033316	91.5648298732375	1.01112792279447	1.0201767008682	0.991130185519792	0.321622015195261	0.705621175306625	Galnt9
ENSMUSG00000033585	1627.44521869628	0.834953113864193	0.843823189129717	0.989488230022842	0.322424325677878	0.705621175306625	Ndn
ENSMUSG00000039069	86.3762989649111	1.33021131244846	1.34355104939888	0.990071283888773	0.322139278061905	0.705621175306625	Mtg2
ENSMUSG00000040219	16.0506002667985	-1.64063411739195	1.65686518090891	-0.990203751214051	0.322074539404576	0.705621175306625	Ttc12
ENSMUSG00000041115	98.3324836669993	-0.97496680505045	0.985435930403993	-0.989376148128422	0.322479139940298	0.705621175306625	Iqsec2
ENSMUSG00000045095	462.852177602429	0.964458309389473	0.97492100988021	0.989268155691893	0.322531959981121	0.705621175306625	Magi1
ENSMUSG00000047044	279.784092769849	0.879612731004845	0.888571645556389	0.989917622741682	0.322214385077647	0.705621175306625	D030056L22Rik
ENSMUSG00000061046	15.5794264447459	-1.5183473147612	1.53413797511821	-0.989707144589915	0.322317281844858	0.705621175306625	Haghl
ENSMUSG00000065979	81.860925178038	1.21020260082499	1.22257728644875	0.989878197672304	0.322233657238344	0.705621175306625	Cpped1
ENSMUSG00000071226	12.6881804179757	-1.63739579956915	1.65203777322353	-0.99113702247509	0.321618677173856	0.705621175306625	Cecr2
ENSMUSG00000090000	333.535953901407	0.881598523808801	0.889982300475131	0.990579838877858	0.321890786313886	0.705621175306625	Ier3ip1
ENSMUSG00000029798	12.4631590816578	-1.71115549174987	1.7307043424762	-0.988704684996421	0.322807649942203	0.70583458165035	Herc6
ENSMUSG00000037103	98.9134147090561	-1.0214090965906	1.03304245020286	-0.988738745818261	0.322790980601664	0.70583458165035	Dcaf15
ENSMUSG00000063888	130.828651603732	-1.17202453071907	1.18554039351245	-0.988599407605729	0.322859176166917	0.70583458165035	Rpl7l1
ENSMUSG00000074212	473.929785575088	-0.861535179594347	0.871374438283015	-0.988708345968864	0.322805858238122	0.70583458165035	Dnajb14
ENSMUSG00000021313	451.245568190612	-1.16611577579877	1.17974475967336	-0.988447514801114	0.322933526962244	0.705871594407338	Ryr2
ENSMUSG00000020932	202.549837782095	0.989572565685208	1.00125908957165	0.98832817199049	0.322991952524041	0.705873790644985	Gfap
ENSMUSG00000028514	540.407412942501	-0.845222784482303	0.855498547480605	-0.987988567568509	0.323158247244875	0.706111683857313	Usp24
ENSMUSG00000070858	193.517312292764	1.01357736090767	1.02666056263889	0.987256545924398	0.323516887414025	0.706769699125753	Gm1673
ENSMUSG00000009013	385.254192402186	-0.877944032391252	0.889494172359555	-0.987014934636768	0.323635317210205	0.706835770338073	Dynll1
ENSMUSG00000020850	982.289431668029	-0.87843576743439	0.890041694499835	-0.986960243394028	0.323662128954121	0.706835770338073	Prpf8
ENSMUSG00000097188	133.705771199846	0.942141548860561	0.954768581021952	0.986774772010328	0.323753064913239	0.706908779214645	NA
ENSMUSG00000023572	155.425170981243	-0.924971440840392	0.937717814666845	-0.986407026050815	0.323933418666579	0.70705140548087	Ccndbp1
ENSMUSG00000063455	838.948687975636	-0.837405324373658	0.848900800716056	-0.98645839851641	0.323908220121963	0.70705140548087	D630045J12Rik
ENSMUSG00000004789	487.494025796125	-1.08322316257083	1.09831538805063	-0.986258750770499	0.324006155864152	0.707084621700341	Dlst
ENSMUSG00000035248	483.659866014039	-1.0918855819842	1.1073274706867	-0.986054812951652	0.324106215982208	0.707177442859298	Zcchc6
ENSMUSG00000003824	90.1758076072679	1.06821167011195	1.08348435897988	0.985904098438205	0.324180175531435	0.707213291536456	Syce2
ENSMUSG00000030036	45.611225126835	-1.28757107337817	1.30630049003536	-0.985662244789728	0.324298882404341	0.7072340336824	Mogs
ENSMUSG00000036568	337.740068534331	0.939933162261081	0.95361728526413	0.985650298904493	0.324304746430301	0.7072340336824	Gltscr1l
ENSMUSG00000032050	825.963565409007	-1.14329482629546	1.16053144058928	-0.985147654177233	0.324551548502553	0.70764671616564	Rdx
ENSMUSG00000022450	314.513773376292	1.20665889698474	1.22552680402922	0.98460424775497	0.324818502364875	0.707932640724969	Ndufa6
ENSMUSG00000027993	3810.5371537488	-0.818232913361476	0.831159620432701	-0.984447383206013	0.324895590223626	0.707932640724969	Trim2
ENSMUSG00000032288	147.939896089401	0.924046163581374	0.938678390014047	0.984411885275792	0.324913036603781	0.707932640724969	Imp3
ENSMUSG00000051499	22.8027831565402	-1.53781624337635	1.56179580953412	-0.984646157960353	0.324797908471067	0.707932640724969	Zfp786
ENSMUSG00000020601	674.203099451708	0.876866947333325	0.891177757120314	0.98394168876787	0.325144184415231	0.708059780162344	Trib2
ENSMUSG00000040721	65.7009099555484	1.38396086776699	1.40653913509874	0.983947643710481	0.325141256306706	0.708059780162344	Zfhx2
ENSMUSG00000042444	399.075953076273	0.892645310753114	0.907088987237915	0.984076891365663	0.325077708089267	0.708059780162344	Fam63b
ENSMUSG00000031488	17.7142050149469	1.68334286699781	1.71105214054058	0.983805710599789	0.325211050993369	0.708079959238661	Rab11fip1
ENSMUSG00000021013	69.8109942229203	1.39008008926214	1.41333371919299	0.983546964446499	0.325338312815607	0.708231606063797	Ttc8
ENSMUSG00000001998	67.2166739635453	-1.27875402543961	1.30043279227715	-0.983329575379615	0.325445258588973	0.708338980848839	Ap4e1
ENSMUSG00000025880	96.2615991023803	-1.17550378810719	1.19704710711983	-0.982002948017244	0.326098395868857	0.708797978864946	Smad7
ENSMUSG00000026339	174.899258997189	-0.945015791678004	0.962337056074183	-0.982000834024993	0.326099437328271	0.708797978864946	Ccdc93
ENSMUSG00000026761	147.840178157476	-1.21665444336711	1.23869315796288	-0.982208092089553	0.325997341816546	0.708797978864946	Orc4
ENSMUSG00000036282	557.246783863482	-0.89012238552034	0.906442249982687	-0.981995693092794	0.326101970020293	0.708797978864946	Naa30
ENSMUSG00000037926	827.251917861377	-0.858634915394021	0.874123446861373	-0.982281070799593	0.325961397384424	0.708797978864946	Ssh2
ENSMUSG00000040121	10.7976829592291	1.86286390474303	1.89570902350304	0.982673966124123	0.325767927698833	0.708797978864946	Rep15
ENSMUSG00000046785	1059.08743131759	-0.8502673952905	0.865884183417481	-0.981964345317703	0.32611741385017	0.708797978864946	Epm2aip1
ENSMUSG00000048445	18.5055426328042	-1.5053152520606	1.53227424686446	-0.982405894467634	0.325899923565593	0.708797978864946	Ccdc57
ENSMUSG00000038384	215.781851278376	-1.16586817780492	1.18801865396271	-0.981355110810839	0.326417654403647	0.709242806147851	Setd1b
ENSMUSG00000045438	108.296282952001	-0.956222142211247	0.97442943586372	-0.981314918266673	0.326437468248966	0.709242806147851	Cox19
ENSMUSG00000038467	659.402146026512	0.834079635570886	0.85029157040481	0.980933675696437	0.326625449465144	0.709525826166287	Chmp4b
ENSMUSG00000004591	153.280629402373	-1.02608092659746	1.0463778533713	-0.980602679320431	0.326788712557783	0.709611563978428	Pkn2
ENSMUSG00000014668	285.756634251579	0.940045310613037	0.958738224904297	0.980502587874676	0.32683809283705	0.709611563978428	Chfr
ENSMUSG00000031775	11.4478407554963	-1.71230915794662	1.74617889232358	-0.980603514035213	0.32678830077025	0.709611563978428	Pllp
ENSMUSG00000015671	505.825210805193	-0.862435352907591	0.880328777701752	-0.979674156693054	0.327246986777078	0.709645637882891	Psma2
ENSMUSG00000021589	265.421441970241	0.898875529585789	0.917346010405006	0.979865306427765	0.327152610347421	0.709645637882891	Rhobtb3
ENSMUSG00000026516	105.407209615404	-1.18526698257016	1.21003001160602	-0.979535194335387	0.327315607808996	0.709645637882891	Nvl
ENSMUSG00000027479	1820.64232521185	-0.819633352891435	0.836432936601811	-0.979915205421456	0.327127976607947	0.709645637882891	Mapre1
ENSMUSG00000049184	615.968886683805	0.841279425769762	0.85854729765954	0.979887104721136	0.327141848990666	0.709645637882891	Purg
ENSMUSG00000051674	258.709962254953	-1.02551191469485	1.04673154673667	-0.97972772282638	0.32722053776759	0.709645637882891	Dcun1d4
ENSMUSG00000073725	274.640533936889	-1.21948923631229	1.2449614905397	-0.979539725187506	0.327313370280611	0.709645637882891	Lmbrd1
ENSMUSG00000097375	43.6978027296252	1.30117863634769	1.32790135681985	0.979875974721373	0.327147343607609	0.709645637882891	6720427I07Rik
ENSMUSG00000026526	226.469832016803	-1.02023139799373	1.04182291133425	-0.979275255798641	0.327443993193348	0.709673661552508	Fh1
ENSMUSG00000029781	259.216153730594	0.928449122347734	0.948005402706474	0.979371129844927	0.327396636555271	0.709673661552508	Fkbp9
ENSMUSG00000015937	163.188939495104	-1.20036044618456	1.22669120715284	-0.978535135154844	0.327809722756066	0.709875901769141	H2afy
ENSMUSG00000025789	902.116723131054	-1.08158556713658	1.10553105481082	-0.978340284906482	0.327906051790915	0.709875901769141	St8sia2
ENSMUSG00000031753	104.391584461198	-1.16241741745998	1.18773897826615	-0.978680870738845	0.327737686773873	0.709875901769141	Cog4
ENSMUSG00000032946	125.355298596467	-1.01793851233171	1.04050351664032	-0.978313380062892	0.327919354308125	0.709875901769141	Rasgrp2
ENSMUSG00000034903	18.3479886687379	-1.64029312726013	1.67673095996501	-0.978268527524751	0.327941531452611	0.709875901769141	Cobll1
ENSMUSG00000039096	40.1755252641566	-1.28860820296994	1.3170359529389	-0.978415357678336	0.327868935536382	0.709875901769141	Rsad1
ENSMUSG00000074480	560.40047474631	-0.861428904248127	0.880152906961831	-0.978726420641685	0.327715173913345	0.709875901769141	Mex3a
ENSMUSG00000022160	54.5537548566789	-1.2407173070538	1.26852629247065	-0.978077722486387	0.328035885057739	0.709943309249877	Mettl3
ENSMUSG00000032252	284.365422310215	0.881777709428667	0.901639018612844	0.977971994585224	0.328088175372045	0.709943309249877	Glce
ENSMUSG00000022570	36.8558966271763	-1.47935769254463	1.51325069840762	-0.977602517614131	0.328270951690546	0.710088827931002	Tsta3
ENSMUSG00000032501	36.2398449570639	-1.30404225779597	1.33379315751343	-0.977694517662004	0.328225434073779	0.710088827931002	Trib1
ENSMUSG00000025192	136.971989931312	-1.22743207957792	1.25576251391859	-0.977439655964673	0.32835153857995	0.71013818855794	Entpd7
ENSMUSG00000000827	122.965942011925	-1.20327830087426	1.2318336968778	-0.976818789682479	0.328658872123765	0.71030300896931	Tpd52l2
ENSMUSG00000027751	121.015082349405	-1.23969204651495	1.26909129207228	-0.976834412353959	0.328651136495515	0.71030300896931	Supt20
ENSMUSG00000031622	285.439117616722	-0.864913259898227	0.885286210798902	-0.976987158896003	0.328575509654084	0.71030300896931	Sin3b
ENSMUSG00000067870	23.4200669563768	1.33156846246951	1.36268035242879	0.977168607513984	0.328485686698794	0.71030300896931	Rpl31-ps8
ENSMUSG00000044617	70.2759375686408	-1.19174212763312	1.22024501337273	-0.976641669970174	0.32874658191353	0.710367679989984	Zbtb39
ENSMUSG00000036860	17.8026272264498	-1.60406951264488	1.64315168699328	-0.976215114734836	0.328957874599854	0.710699323805976	Mrpl55
ENSMUSG00000044950	374.552419092799	0.87696687770417	0.898649015641384	0.975872518013343	0.32912764244683	0.710941154208203	Pwwp2a
ENSMUSG00000037259	398.542708199532	0.883454224390975	0.905420943865267	0.975738666502991	0.329193985657145	0.710959533675911	Dzank1
